feature,outer_fold_count,mean_z_score,mean_abs_z_score,positive_fold_fraction,mean_ranking_score,best_rank,mean_rank,mean_document_frequency,mean_source_sign_agreement,mean_subsample_sign_agreement,mean_subsample_top_pool_frequency,direction_consistency,stable_relevance_score
physical function 80,5,-1.7288015234532108,1.7288015234532108,0.0,0.458468219270123,1629,3059.0,154.4,1.0,1.0,0.02,1.0,0.458468219270123
2. grade 2,5,-1.5051369349762074,1.5051369349762074,0.0,0.4584374905850746,988,7005.6,76.0,0.8285714285714285,0.96,0.07333333333333333,1.0,0.4584374905850746
deposit. no,5,1.5766189117787905,1.5766189117787908,1.0,0.45838042752622965,1292,4484.6,146.4,1.0,0.9733333333333334,0.04666666666666667,1.0,0.45838042752622965
visit patient john,5,-1.6549476951280109,1.6549476951280109,0.0,0.4583796868017741,1143,5061.8,55.2,0.9714285714285713,0.9666666666666666,0.03333333333333334,1.0,0.4583796868017741
11.8 g dl,5,-1.6262050106822534,1.6262050106822534,0.0,0.4582769738707876,1005,3760.4,286.4,0.9714285714285713,1.0,0.04,1.0,0.4582769738707876
intravenous injection of,5,1.4761928937416826,1.4761928937416826,1.0,0.4582587568742631,575,4678.0,109.6,1.0,0.9933333333333334,0.06,1.0,0.4582587568742631
surgeries.,5,-1.50057661127668,1.50057661127668,0.0,0.45817425662604494,562,5209.2,164.8,0.9714285714285713,0.9866666666666667,0.05333333333333333,1.0,0.45817425662604494
and impact on,5,-1.419608311305338,1.419608311305338,0.0,0.4579415741001589,747,6999.6,119.2,1.0,0.9333333333333333,0.06666666666666668,1.0,0.4579415741001589
could be missed.,5,1.5657572200544092,1.5657572200544094,1.0,0.4579119804005149,1495,3825.0,73.6,1.0,0.9933333333333334,0.05333333333333333,1.0,0.4579119804005149
the patient has,5,1.680682579232922,1.680682579232922,1.0,0.4576215909445125,1590,3541.6,79.2,1.0,1.0,0.026666666666666665,1.0,0.4576215909445125
kidneys urinary,5,1.6695234684256028,1.6695234684256028,1.0,0.45741622230558787,1419,4094.4,80.0,1.0,0.9933333333333334,0.026666666666666665,1.0,0.45741622230558787
- severity 1,5,-1.5342778429430017,1.5342778429430017,0.0,0.4573208530246754,794,5992.4,704.8,0.9714285714285713,0.9333333333333332,0.05333333333333333,1.0,0.4573208530246754
instrument pro-ctcae,5,-1.3375406448992002,1.3375406448992,0.0,0.4573166461633605,477,10354.2,752.8,0.6285714285714286,0.9133333333333333,0.08666666666666667,1.0,0.4573166461633605
global health 65,2,-2.4240421121848232,2.4240421121848232,0.0,1.142845426983543,257,542.5,58.0,1.0,1.0,0.2833333333333333,1.0,0.45713817079341723
osseous metastatic lesions,5,1.5991859998055382,1.5991859998055382,1.0,0.4571154983048803,1199,4547.8,82.4,1.0,0.9800000000000001,0.04,1.0,0.4571154983048803
100 <new,5,1.6523892001027718,1.6523892001027718,1.0,0.45707959670784637,1223,3523.0,188.0,1.0,0.9933333333333334,0.03333333333333333,1.0,0.45707959670784637
100 <new note>,5,1.6523892001027718,1.6523892001027718,1.0,0.45707959670784637,1224,3522.4,188.0,1.0,0.9933333333333334,0.03333333333333333,1.0,0.45707959670784637
cytokeratin 7,5,1.6359803089870766,1.635980308987077,1.0,0.4570655827157245,1156,3753.2,266.4,1.0,0.9933333333333334,0.03333333333333333,1.0,0.4570655827157245
85 100 social,5,-1.6042626927669048,1.6042626927669048,0.0,0.45702378564783475,1505,4694.2,139.2,1.0,0.9800000000000001,0.04,1.0,0.45702378564783475
cycle for,5,-1.6207655044083782,1.6207655044083782,0.0,0.45685267083740094,1351,4431.4,71.2,0.9714285714285713,0.9800000000000001,0.04,1.0,0.45685267083740094
rearrangements outside,5,-1.6339421268788172,1.6339421268788172,0.0,0.45682967096139715,1158,3818.2,82.4,1.0,0.9933333333333334,0.03333333333333334,1.0,0.45682967096139715
lymphadenopathy or,5,1.6340435037192023,1.6340435037192023,1.0,0.4566699268998281,1418,4392.8,136.8,0.9714285714285713,0.9800000000000001,0.04,1.0,0.4566699268998281
of 8 mut,5,1.6176821140755577,1.6176821140755577,1.0,0.45642335989387706,964,3972.2,61.6,1.0,1.0,0.03333333333333333,1.0,0.45642335989387706
nausea occasional,5,-1.650106025452731,1.6501060254527307,0.0,0.4564030889003526,1535,3847.8,171.2,1.0,0.9733333333333334,0.03333333333333333,1.0,0.4564030889003526
lesion stable at,5,1.5974396558474795,1.5974396558474797,1.0,0.45638807744168225,798,4254.8,66.4,1.0,0.9733333333333334,0.04,1.0,0.45638807744168225
. 2.,5,-1.505945983326852,1.505945983326852,0.0,0.4562983078494918,871,6320.0,720.0,0.8285714285714285,0.9866666666666667,0.06666666666666667,1.0,0.4562983078494918
onset,5,1.4967886242286528,1.4967886242286528,1.0,0.45627173128124543,699,5644.2,164.8,1.0,0.9866666666666667,0.05333333333333333,1.0,0.45627173128124543
the left cerebellar,5,1.5440088195659025,1.5440088195659025,1.0,0.45625528209055677,644,4887.2,47.2,0.9714285714285713,0.9866666666666667,0.04666666666666667,1.0,0.45625528209055677
immunotherapy given,5,1.5505533326877845,1.5505533326877843,1.0,0.4561758777823702,765,4920.6,89.6,1.0,0.9666666666666666,0.04666666666666666,1.0,0.4561758777823702
neurologic peripheral neuropathy,5,1.3813103590651792,1.3813103590651792,1.0,0.45606033055271167,469,6116.4,160.0,1.0,0.9933333333333334,0.06666666666666667,1.0,0.45606033055271167
labs and to,5,-1.603379309770323,1.603379309770323,0.0,0.4559723159801049,1174,4555.2,151.2,1.0,0.9866666666666667,0.04,1.0,0.4559723159801049
fda-approved targeted,5,-1.583024355142106,1.5830243551421057,0.0,0.4559241710743862,1359,3621.8,129.6,1.0,0.9933333333333334,0.04666666666666667,1.0,0.4559241710743862
screening,5,-1.5620455995587865,1.5620455995587863,0.0,0.4558541148331611,1144,4662.6,304.0,1.0,0.9800000000000001,0.04666666666666667,1.0,0.4558541148331611
15 100,5,-1.6389392616021639,1.6389392616021634,0.0,0.45580054408533693,1399,3964.4,543.2,1.0,0.9866666666666667,0.03333333333333334,1.0,0.45580054408533693
from single-agent,5,-1.5071267965062254,1.5071267965062254,0.0,0.45552338722643826,995,4418.4,130.4,1.0,0.9733333333333334,0.06,1.0,0.45552338722643826
age 80,5,1.5696874389183328,1.5696874389183328,1.0,0.45536976034359283,569,5638.4,60.0,1.0,0.9866666666666667,0.04,1.0,0.45536976034359283
lymphadenopathy stations 4r,5,-1.5564912537276168,1.556491253727617,0.0,0.4552169915917953,1818,3270.6,125.6,0.9714285714285713,1.0,0.06,1.0,0.4552169915917953
intra-hepatic biliary dilatation.,5,1.7180534364230795,1.7180534364230795,1.0,0.45518379216434546,1490,4483.4,91.2,0.8571428571428571,1.0,0.03333333333333333,1.0,0.45518379216434546
albumin 4.0 g,5,-1.6188098042006558,1.6188098042006558,0.0,0.45517329955135255,1823,3162.2,638.4,1.0,1.0,0.04,1.0,0.45517329955135255
mediastinal adenopathy.,5,1.6322987609118897,1.6322987609118897,1.0,0.4551187528220959,1170,3742.8,75.2,1.0,0.9933333333333334,0.03333333333333333,1.0,0.4551187528220959
g12c pd-l1,5,1.6744705563235303,1.6744705563235303,1.0,0.45486445291753996,1524,3381.0,84.0,1.0,1.0,0.026666666666666665,1.0,0.45486445291753996
kras g12c pd-l1,5,1.6744705563235303,1.6744705563235303,1.0,0.45486445291753996,1525,3381.6,84.0,1.0,1.0,0.026666666666666665,1.0,0.45486445291753996
severity 1 4,5,-1.531496470549817,1.531496470549817,0.0,0.4545767014699848,793,6154.6,705.6,0.9428571428571428,0.9333333333333332,0.05333333333333333,1.0,0.4545767014699848
lobe a 4.5,5,1.6378715487671598,1.6378715487671602,1.0,0.4545614733389124,834,3952.0,94.4,1.0,0.9933333333333334,0.026666666666666665,1.0,0.4545614733389124
right paratracheal station,5,-1.2595248570670352,1.2595248570670354,0.0,0.45450103080088855,315,9137.2,253.6,1.0,0.8800000000000001,0.08,1.0,0.45450103080088855
to assess response,5,-1.5155732128561268,1.5155732128561268,0.0,0.45449104643578214,731,5269.0,392.8,0.9428571428571428,1.0,0.05333333333333333,1.0,0.45449104643578214
cough occasional,5,-1.4068094670143494,1.4068094670143492,0.0,0.4543282962466977,466,6426.6,91.2,1.0,0.9733333333333334,0.06666666666666667,1.0,0.4543282962466977
genomic instability,5,1.6509200422908008,1.6509200422908008,1.0,0.4543281751090117,1098,4247.8,440.8,1.0,0.9866666666666667,0.03333333333333333,1.0,0.4543281751090117
tmb 12 mut,5,1.6628172957604967,1.6628172957604967,1.0,0.4542489571445798,1306,3839.6,77.6,1.0,0.9866666666666667,0.026666666666666665,1.0,0.4542489571445798
despite stable,5,-1.7053429788302545,1.7053429788302545,0.0,0.45423743929607807,1711,3112.0,64.8,1.0,1.0,0.019999999999999997,1.0,0.45423743929607807
clinical implications 1.,5,1.6477391002180901,1.6477391002180901,1.0,0.454178169546201,1764,3025.2,116.0,1.0,1.0,0.03333333333333333,1.0,0.454178169546201
the high,5,1.5715269881302385,1.5715269881302385,1.0,0.4540945398177659,827,5262.6,88.0,1.0,0.9733333333333334,0.039999999999999994,1.0,0.4540945398177659
lumbar spine,5,1.557928833942369,1.5579288339423687,1.0,0.45404218494314985,686,5264.2,218.4,1.0,0.9666666666666666,0.039999999999999994,1.0,0.45404218494314985
4 mild,5,-1.5133586987021708,1.5133586987021708,0.0,0.4539717369197849,809,6098.0,707.2,0.9714285714285713,0.9333333333333332,0.05333333333333333,1.0,0.4539717369197849
40 100 constipation,5,1.4254407118805599,1.4254407118805599,1.0,0.45395019414382975,454,6837.2,68.8,1.0,0.9666666666666666,0.05333333333333333,1.0,0.45395019414382975
loss-of-function tp53 r273c,5,-1.1451809565678308,1.1451809565678308,0.0,0.45392041741225564,272,10179.6,139.2,0.9428571428571428,0.9333333333333333,0.1,1.0,0.45392041741225564
hgb 11.8,5,-1.6196989961741621,1.6196989961741621,0.0,0.45390022769070965,1037,3644.2,284.0,0.9714285714285713,1.0,0.04,1.0,0.45390022769070965
identified. mediastinum,5,-1.4511389246945372,1.4511389246945372,0.0,0.45389422254947875,623,7585.0,133.6,0.8,0.9533333333333334,0.07333333333333333,1.0,0.45389422254947875
lobe mass 5.1,5,1.5684248644381005,1.5684248644381007,1.0,0.45378233284550945,880,4263.4,61.6,1.0,1.0,0.039999999999999994,1.0,0.45378233284550945
on-target,5,1.2811854459673016,1.2811854459673016,1.0,0.45371347834326203,325,8958.8,196.8,1.0,0.9066666666666666,0.07999999999999999,1.0,0.45371347834326203
55 role,5,-1.5143412603305322,1.514341260330532,0.0,0.45359042740236044,755,5583.8,182.4,1.0,0.9866666666666667,0.04666666666666667,1.0,0.45359042740236044
2.1 k l,5,1.63757195872,1.63757195872,1.0,0.4534395840271987,916,4184.2,77.6,1.0,1.0,0.026666666666666665,1.0,0.4534395840271987
metastatic lesions,5,1.6622120153651239,1.6622120153651239,1.0,0.45328981037584376,1514,3659.4,459.2,1.0,0.9933333333333334,0.026666666666666665,1.0,0.45328981037584376
optimal,5,1.6560567903322816,1.6560567903322816,1.0,0.45327737475374014,1271,3778.2,100.8,1.0,0.9933333333333334,0.026666666666666665,1.0,0.45327737475374014
therapy to,5,1.616517043470268,1.616517043470268,1.0,0.4532413868932177,1154,3665.6,380.8,0.9714285714285713,0.9933333333333334,0.039999999999999994,1.0,0.4532413868932177
indication known,5,-1.606644363715101,1.606644363715101,0.0,0.4532370552254644,1000,3993.2,178.4,0.9714285714285713,0.9933333333333334,0.039999999999999994,1.0,0.4532370552254644
chief complaint -,5,1.617736028046726,1.6177360280467261,1.0,0.45320779264665434,776,4348.0,452.0,0.9142857142857143,1.0,0.039999999999999994,1.0,0.45320779264665434
complaint -,5,1.617736028046726,1.6177360280467261,1.0,0.45320779264665434,775,4348.6,452.0,0.9142857142857143,1.0,0.039999999999999994,1.0,0.45320779264665434
symptoms. appetite is,5,-1.501933095679219,1.501933095679219,0.0,0.45313766696920527,793,4489.0,75.2,1.0,0.9933333333333334,0.05333333333333333,1.0,0.45313766696920527
and sulci,5,-1.6411782736305862,1.6411782736305867,0.0,0.45296426350694263,1460,3568.0,93.6,1.0,0.9866666666666667,0.03333333333333334,1.0,0.45296426350694263
the histologic,5,-1.5175272747887107,1.5175272747887107,0.0,0.4528858977018257,705,5315.2,123.2,1.0,0.9866666666666667,0.04666666666666667,1.0,0.4528858977018257
suvmax 12.5 .,5,1.6382861196207386,1.6382861196207386,1.0,0.4528823169227903,1199,3420.2,63.2,1.0,0.9866666666666667,0.03333333333333334,1.0,0.4528823169227903
identified. overall,5,-1.4909827272323597,1.4909827272323597,0.0,0.45286713939310025,702,5677.6,297.6,1.0,0.96,0.05333333333333333,1.0,0.45286713939310025
segment vii lesion,5,1.6603298075184256,1.6603298075184252,1.0,0.45282188036418913,1357,3379.6,94.4,1.0,1.0,0.026666666666666665,1.0,0.45282188036418913
vii lesion,5,1.6603298075184256,1.6603298075184252,1.0,0.45282188036418913,1356,3379.0,94.4,1.0,1.0,0.026666666666666665,1.0,0.45282188036418913
carcinoma versus metastatic,5,-1.4441219236228662,1.444121923622866,0.0,0.45277719145343676,596,5849.0,99.2,1.0,0.9733333333333334,0.06,1.0,0.45277719145343676
hypertension well-controlled,5,1.6484826463268003,1.6484826463268003,1.0,0.4527252220673089,758,4733.6,422.4,0.8571428571428571,1.0,0.039999999999999994,1.0,0.4527252220673089
new subcentimeter,5,1.6714182973242742,1.6714182973242742,1.0,0.45269503816065654,1786,3664.6,40.8,1.0,0.9866666666666667,0.026666666666666665,1.0,0.45269503816065654
unchanged.,5,1.566025441124856,1.566025441124856,1.0,0.45266479679572014,1304,4251.8,714.4,1.0,0.9800000000000001,0.04666666666666667,1.0,0.45266479679572014
despite high pd-l1,5,1.4084318988360751,1.4084318988360751,1.0,0.4525830459237191,821,7044.2,62.4,1.0,0.9466666666666667,0.06666666666666668,1.0,0.4525830459237191
platinum-based doublet chemotherapy,5,1.5342943751456501,1.53429437514565,1.0,0.4524606989277052,852,3933.2,456.0,1.0,0.9800000000000001,0.05333333333333333,1.0,0.4524606989277052
4 mild pain,5,-1.6318686548439953,1.6318686548439953,0.0,0.4522606017362129,1582,3263.8,286.4,1.0,1.0,0.03333333333333334,1.0,0.4522606017362129
120 kvp automated,5,-1.6240574648065063,1.6240574648065063,0.0,0.4521791123113201,1160,4349.8,62.4,0.9714285714285713,1.0,0.03333333333333333,1.0,0.4521791123113201
kvp automated,5,-1.6240574648065063,1.6240574648065063,0.0,0.4521791123113201,1159,4351.0,62.4,0.9714285714285713,1.0,0.03333333333333333,1.0,0.4521791123113201
kvp automated ma,5,-1.6240574648065063,1.6240574648065063,0.0,0.4521791123113201,1161,4350.8,62.4,0.9714285714285713,1.0,0.03333333333333333,1.0,0.4521791123113201
3 weeks for,5,1.5193541291646842,1.5193541291646844,1.0,0.45212979327208824,698,5445.8,542.4,1.0,0.9800000000000001,0.04666666666666667,1.0,0.45212979327208824
chest demonstrated,5,-1.5670401803207308,1.5670401803207308,0.0,0.45212535451510727,1120,3789.8,101.6,1.0,0.9933333333333334,0.04666666666666667,1.0,0.45212535451510727
fatigue remains,4,1.5417303695727005,1.5417303695727005,1.0,0.5651450750678312,356,7108.25,63.75,0.9642857142857143,0.9333333333333333,0.09999999999999999,1.0,0.45211606005426497
mild chest,5,-1.7350112492339438,1.7350112492339438,0.0,0.4517804046605888,1725,3174.8,97.6,1.0,1.0,0.013333333333333332,1.0,0.4517804046605888
cn = 6,5,-1.5756872340645045,1.5756872340645045,0.0,0.45177554402652176,806,4291.2,55.2,1.0,0.9800000000000001,0.039999999999999994,1.0,0.45177554402652176
staging work-up,5,1.549026399776327,1.5490263997763267,1.0,0.4515142775091544,1216,5073.6,405.6,0.9714285714285713,1.0,0.04666666666666667,1.0,0.4515142775091544
cea 3.0,5,-1.5548570528815668,1.5548570528815668,0.0,0.45146607877621003,861,4920.8,150.4,1.0,0.9933333333333334,0.039999999999999994,1.0,0.45146607877621003
may confer sensitivity,5,1.5325592689988694,1.5325592689988692,1.0,0.45146222253207446,867,4507.0,204.0,1.0,0.9933333333333334,0.04666666666666666,1.0,0.45146222253207446
trial enrollment,5,-1.327852635635129,1.3278526356351288,0.0,0.45139729834490794,362,8749.2,430.4,1.0,0.8866666666666667,0.06666666666666667,1.0,0.45139729834490794
immunoprofile is,4,1.8751351914167274,1.8751351914167274,1.0,0.5641607452153009,791,2586.0,64.25,1.0,1.0,0.05833333333333333,1.0,0.45132859617224075
66-year-old male mrn,5,1.6294089642523304,1.6294089642523304,1.0,0.45111461999396935,1548,3201.4,52.8,1.0,1.0,0.03333333333333334,1.0,0.45111461999396935
1 nausea,5,-1.563473182071517,1.563473182071517,0.0,0.45099281807039804,1030,3987.8,154.4,0.9714285714285713,1.0,0.04666666666666666,1.0,0.45099281807039804
responsiveness to pd-1,5,-1.4512031744708733,1.4512031744708733,0.0,0.45090491810486144,591,6359.0,116.8,0.9714285714285713,0.9466666666666667,0.06,1.0,0.45090491810486144
sequences obtained,5,1.6251247427528157,1.6251247427528157,1.0,0.4507913183061734,1815,4143.6,116.8,1.0,0.9866666666666667,0.03333333333333333,1.0,0.4507913183061734
covering 324,5,-1.686763467531214,1.686763467531214,0.0,0.45071437626421906,1598,3602.6,104.8,1.0,1.0,0.019999999999999997,1.0,0.45071437626421906
bowel,5,1.6120264413805114,1.6120264413805114,1.0,0.4507141630538588,1633,4233.0,755.2,1.0,0.9933333333333334,0.03333333333333333,1.0,0.4507141630538588
solitary 1.2,5,1.573473025920442,1.573473025920442,1.0,0.45063268401471995,1396,5720.8,76.8,1.0,0.9533333333333334,0.04,1.0,0.45063268401471995
solitary 1.2 cm,5,1.573473025920442,1.573473025920442,1.0,0.45063268401471995,1395,5720.2,76.8,1.0,0.9533333333333334,0.04,1.0,0.45063268401471995
automated ma,5,-1.6184120890418618,1.6184120890418618,0.0,0.4506079082301964,1175,4381.2,63.2,0.9714285714285713,1.0,0.03333333333333333,1.0,0.4506079082301964
p.r273c missense,5,1.303163645259256,1.303163645259256,1.0,0.4504391557362227,331,8041.8,148.8,1.0,0.9533333333333334,0.06666666666666667,1.0,0.4504391557362227
palpitations or edema.,5,1.542177420886719,1.5421774208867187,1.0,0.45042029293827834,1713,3956.2,691.2,1.0,0.9800000000000001,0.05333333333333333,1.0,0.45042029293827834
for growth-factor,5,-1.6510754829240337,1.6510754829240333,0.0,0.45039284024227805,1443,4198.0,64.8,0.9428571428571428,0.9866666666666667,0.03333333333333333,1.0,0.45039284024227805
cavitation or calcification.,5,-1.3523572628206115,1.3523572628206115,0.0,0.450271673986358,540,8870.4,213.6,0.9714285714285715,0.8800000000000001,0.07333333333333333,1.0,0.450271673986358
hilum -,5,1.5086862579575269,1.5086862579575269,1.0,0.45024576280292655,741,6618.4,200.8,0.8285714285714285,0.9800000000000001,0.06000000000000001,1.0,0.45024576280292655
function 85 100,5,-1.5753194818463216,1.5753194818463216,0.0,0.4502170870540326,1292,4812.0,225.6,1.0,0.9733333333333334,0.04,1.0,0.4502170870540326
120 ml at,5,1.3416613012329726,1.3416613012329726,1.0,0.4501610452718266,390,7948.0,258.4,0.9714285714285713,0.9333333333333333,0.06666666666666667,1.0,0.4501610452718266
taper as,5,1.6432820876082839,1.6432820876082839,1.0,0.45006577564339284,1061,3764.4,64.8,1.0,0.9933333333333334,0.026666666666666665,1.0,0.45006577564339284
mrn referring,5,-1.47145759302892,1.47145759302892,0.0,0.4500279589719366,921,5650.2,175.2,0.9714285714285715,0.96,0.06,1.0,0.4500279589719366
mrn referring physician,5,-1.47145759302892,1.47145759302892,0.0,0.4500279589719366,920,5650.0,175.2,0.9714285714285715,0.96,0.06,1.0,0.4500279589719366
lab review.,5,-1.3497477217643816,1.3497477217643814,0.0,0.4498974082016952,522,7451.2,67.2,0.9714285714285713,0.9466666666666667,0.07333333333333333,1.0,0.4498974082016952
symptoms no,5,1.6031048876238103,1.6031048876238103,1.0,0.4498510739056318,1575,4320.4,94.4,1.0,0.9666666666666668,0.04,1.0,0.4498510739056318
applicable,5,-1.6268273520795655,1.6268273520795655,0.0,0.44982736309797405,1520,3466.0,214.4,1.0,0.9866666666666667,0.03333333333333333,1.0,0.44982736309797405
osseous disease,5,1.5562129660122723,1.5562129660122723,1.0,0.44977521614542415,958,5215.0,144.0,0.9714285714285713,0.9733333333333334,0.04666666666666667,1.0,0.44977521614542415
37,5,-1.5298084762378785,1.5298084762378785,0.0,0.4496974484912305,1086,4983.0,59.2,1.0,0.9733333333333334,0.04666666666666667,1.0,0.4496974484912305
abdominal pain diarrhea,5,-1.5734745669381967,1.5734745669381969,0.0,0.4496340459652566,1383,6127.8,92.0,0.8285714285714285,0.9533333333333334,0.04666666666666667,1.0,0.4496340459652566
clinical-trial,5,-1.4511894049781808,1.4511894049781806,0.0,0.4495926612913014,797,6869.4,132.8,1.0,0.9666666666666666,0.06,1.0,0.4495926612913014
